Title,DLL Identifier,VIAF Source
"Salmon Macrin, Jean, 1490-1557",A3933,http://viaf.org/viaf/68983547
"Magliabechi, Antonio, 1633-1714",A3879,http://viaf.org/viaf/121651239
"Honorius, Magister, -approximately 1213",A3901,http://viaf.org/viaf/36974692
"Massieu, Guillaume, 1665-1722",A3898,http://viaf.org/viaf/73843977
"Meder, Johann",A3882,http://viaf.org/viaf/7730483
"Ménage, Gilles, 1613-1692",A3880,http://viaf.org/viaf/2479653
"Molza, Francesco Maria, 1489-1544",A3893,http://viaf.org/viaf/21394
"Du Moulin, Peter, 1601-1684",A3899,http://viaf.org/viaf/68939205
"Latimer, Hugh, 1485?-1555",A3883,http://viaf.org/viaf/45098193
"Nomi, Federigo, 1633-1705",A3894,http://viaf.org/viaf/73880804
"Hortensius, Lambertus, 1500 or 1501-1574",A3910,http://viaf.org/viaf/18163012
"Hugo, Herman, 1588-1629",A3911,http://viaf.org/viaf/22229719
"Hussowski, Mikołaj, approximately 1475-1522",A3924,http://viaf.org/viaf/5730858
"Henry, of Blois, Bishop of Winchester, approximately 1090-1171",A3913,http://viaf.org/viaf/26901073
"Le Febvre, François Antoine, 1670?-1737",A3925,http://viaf.org/viaf/192764146
"Henry, of Saltrey, active 1150",A3935,http://viaf.org/viaf/51780608
"Lilienthal, Michael, 1686-1750",A3909,http://viaf.org/viaf/27837100
"Loschi, Antonio, -1441",A3915,http://viaf.org/viaf/45650167
"Melville, Andrew, 1545-1622",A3904,http://viaf.org/viaf/23479750
"Montaigne, Michel de, 1533-1592",A3902,http://viaf.org/viaf/95153547
"Ocland, Christopher, -1590?",A3903,http://viaf.org/viaf/235597685
"Pirckheimer, Willibald, 1470-1530",A3900,http://viaf.org/viaf/27173507
"Fraunce, Abraham, active 1587-1633",A3977,http://viaf.org/viaf/112017356
"Luís, de Granada, 1504-1588",A3975,http://viaf.org/viaf/54173732
"Groot, Willem de 1597-1662",A3972,http://viaf.org/viaf/4924787
"L'Hospital, Michel de, 1507-1573",A3940,http://viaf.org/viaf/100198491
"Hossche, Sidronius de 1596-1653",A3926,http://viaf.org/viaf/45131215
"Haymo, of Faversham, -1244",A3931,http://viaf.org/viaf/196216806
"Huet, Pierre-Daniel, 1630-1721",A3941,http://viaf.org/viaf/4972902
"Clement I, Pope",A3946,http://viaf.org/viaf/46860095
"Johnstoun, Arthur, 1587-1641",A3943,http://viaf.org/viaf/44308030
"Macropedius, Georgius, 1487-1558",A3927,http://viaf.org/viaf/69053873
"Landino, Cristoforo, 1424-1504",A3932,http://viaf.org/viaf/42629956
"Landi, Ortensio, approximately 1512-approximately 1553",A3942,http://viaf.org/viaf/19762672
"Henry, of Harclay, approximately 1270-1317",A3938,http://viaf.org/viaf/15565645
"Knighton, Henry, active 1363",A3947,http://viaf.org/viaf/19775353
"Henricus, de Soliaco, -1195",A3944,http://viaf.org/viaf/19456885
"Leo, Bernardino, active 16th century",A3928,http://viaf.org/viaf/88485876
"Herman, the Archdeacon, -approximately 1098",A3939,http://viaf.org/viaf/309859325
"Lippi, Lorenzo, -1485",A3918,http://viaf.org/viaf/19902534
"Zacharie, de Lisieux, père, 1596-1661",A3923,http://viaf.org/viaf/54174244
"Lubin, Eilhard, 1565-1621",A3920,http://viaf.org/viaf/69214075
"Flaminio, Marco Antonio, 1498-1550",A3968,http://viaf.org/viaf/22151393
"Gager, William, active 1580-1619",A3974,http://viaf.org/viaf/37711092
"Gilbert of Stanford, active 12th century",A3984,http://viaf.org/viaf/264599245
"Garzoni, Giovanni, 1419-1505",A3954,http://viaf.org/viaf/269001673
"Giberti, Giovanni Matteo, 1495-1543",A3969,http://viaf.org/viaf/74583902
"Giraldi, Lilio Gregorio, 1479-1552",A3950,http://viaf.org/viaf/49322513
"Adrian IV, Pope, -1159",A3966,http://viaf.org/viaf/25397217
"Gray, Thomas, 1716-1771",A3985,http://viaf.org/viaf/9889965
"Gretser, Jakob, 1562-1625",A3957,http://viaf.org/viaf/59214175
"Guarino, Veronese, 1374-1460",A3982,http://viaf.org/viaf/78782481
"Guyet, François, 1575-1655?",A3955,http://viaf.org/viaf/17329116
"Havre, Jean van 1551-1625",A3970,http://viaf.org/viaf/10143765
"Heinsius, Daniel, 1580-1655",A3951,http://viaf.org/viaf/56635500
"Longolius, Christophorus, 1488-1522",A3945,http://viaf.org/viaf/12405190
"Gilbert Crispin, Abbot of Westminster, approximately 1045-approximately 1117",A3961,http://viaf.org/viaf/97751571
"Draxe, Thomas, -1618",A3967,http://viaf.org/viaf/88834832
"Foliot, Gilbert, -1188",A3958,http://viaf.org/viaf/79147743
"Gilbert, of Hoyland",A3956,http://viaf.org/viaf/67781845
"Facio, Bartolomeo, -1457",A3971,http://viaf.org/viaf/44430547
"Ferrari, Giovanni Battista, 1584-1655",A3953,http://viaf.org/viaf/5039977
"Correia, Thome, 1536-1595",A4016,http://viaf.org/viaf/35243714
"Decembrio, Angelo, approximately 1415-1462",A4017,http://viaf.org/viaf/194643823
"Does, Johan van der 1545-1604",A4014,http://viaf.org/viaf/137707
"Gervase, of Tilbury, approximately 1160-approximately 1211",A3980,http://viaf.org/viaf/88054093
"Drummond, William, 1585-1649",A3976,http://viaf.org/viaf/6176613
"Dupuy, Pierre, 1582-1651",A3973,http://viaf.org/viaf/61567900
"Emili, Paolo, -1529",A3983,http://viaf.org/viaf/71518645
"Ertel, Anton Wilhelm",A3965,http://viaf.org/viaf/20108297
"Estienne, Henri, 1460?-1520",A3994,http://viaf.org/viaf/61709479
"Fisher, Payne, 1616-1693",A3962,http://viaf.org/viaf/47109503
"Gilbert, of Limerick, approximately 1070-1145",A3991,http://viaf.org/viaf/315675312
"Frischlin, Nicodemus, 1547-1590",A3959,http://viaf.org/viaf/51787739
"Foro-Juliensis, Titus Livius de",A3997,http://viaf.org/viaf/44738753
"Gast, Johannes, -1552",A3963,http://viaf.org/viaf/29521081
"Giannettasio, Niccolò Partenio, 1648-1715",A3992,http://viaf.org/viaf/54292153
"Gnaphaeus, Gulielmus, 1493-1568",A3960,http://viaf.org/viaf/37073404
"Gott, Samuel, 1613-1671",A3989,http://viaf.org/viaf/24772205
"Gronovius, Joannes Fredericus, 1611-1671",A3995,http://viaf.org/viaf/41850877
"Hall, Joseph, 1574-1656",A3964,http://viaf.org/viaf/61678894
"Harris, Walter, 1686-1761",A3993,http://viaf.org/viaf/66596468
"Gilbert, of Sempringham, Saint, 1083?-1189",A3988,http://viaf.org/viaf/281718997
"Giòvio, Paolo 1483-1552",A3978,http://viaf.org/viaf/64015055
"Grimald, Nicholas, 1519-1562",A3986,http://viaf.org/viaf/22956367
"Heerkens, Gerard Nicolaas, 1726-1801",A3979,http://viaf.org/viaf/3297364
"Ernulf, Bishop of Rochester, 1040-1124",A4012,http://viaf.org/viaf/42196703
"Arnaldus, Abbot of Bonneval",A4021,http://viaf.org/viaf/55444954
"Gheyloven, Arnold, -1442",A4002,http://viaf.org/viaf/47075669
"Chaloner, Thomas, Sir, 1521-1565",A3999,http://viaf.org/viaf/3824368
"Urceo, Antonio, 1446-1500",A4015,http://viaf.org/viaf/66577430
"Volusenus, Florentius, 1504?-1546 or 1547",A4010,http://viaf.org/viaf/89562682
"Baker, Geoffrey, active 1326-1350",A4019,http://viaf.org/viaf/225881110
"Geoffrey, of Burton",A4000,http://viaf.org/viaf/249610640
"Crespin, Jean, -1572",A4013,http://viaf.org/viaf/9901063
"Dacier, Anne, 1654-1720",A4011,http://viaf.org/viaf/88047228
"Dale, Antonius van 1638-1708",A4020,http://viaf.org/viaf/77056624
"Denisot, Nicolas, 1515-1559",A3998,http://viaf.org/viaf/4940839
"Gilbertus, Anglicus",A3990,http://viaf.org/viaf/1427991
"Dugonics, András",A3987,http://viaf.org/viaf/15639984
"Dupuy, Jacques, 1591-1656",A3996,http://viaf.org/viaf/89701536
"Vittorino, da Feltre, 1378-1446",A3981,http://viaf.org/viaf/52482806
"Edguard, David, approximately 1502-approximately 1542",A4048,http://viaf.org/viaf/277366344
"Birck, Sixt, 1500-1554",A4075,http://viaf.org/viaf/12346741
"Bruno, Giordano, 1548-1600",A4076,http://viaf.org/viaf/68926311
"Calepino, Ambrogio, 1435-1511",A4051,http://viaf.org/viaf/191408725
"Elias, of Dereham, -1245",A4032,http://viaf.org/viaf/56245319
"Arnoldus, of Liège",A4029,http://viaf.org/viaf/48745990
"Caussin, Nicolas, 1583-1651",A4009,http://viaf.org/viaf/54281168
"Ceva, Tommaso, 1648-1737",A4018,http://viaf.org/viaf/39521157
"Cheke, John, Sir, 1514-1557",A4026,http://viaf.org/viaf/44541522
"Chytraeus, David, 1531-1600",A4036,http://viaf.org/viaf/73981943
"Knapiusz, Grzegorz, 1564-1639",A4006,http://viaf.org/viaf/18157814
"Colonna, Francesco, -1527",A4024,http://viaf.org/viaf/49225633
"Colucci, Benedetto, -1515",A4005,http://viaf.org/viaf/217792969
"Fabricius, Georg, 1516-1571",A4033,http://viaf.org/viaf/44321823
"Conti, Antonio, 1677-1749",A4027,http://viaf.org/viaf/39448641
"Giovanni, da Ravenna, 1343-1408",A4037,http://viaf.org/viaf/71412514
"Cornarius, Janus, 1500-1558",A4007,http://viaf.org/viaf/71422380
"Corraro, Gregorio, 1411-1464",A4025,http://viaf.org/viaf/18019094
"Cowley, Abraham, 1618-1667",A4034,http://viaf.org/viaf/95254963
"Crivelli, Leodrisio, active 15th century",A4022,http://viaf.org/viaf/224487448
"Cruz, Luís da, 1543-1604",A4003,http://viaf.org/viaf/64014574
"Cunaeus, Petrus, 1586-1638",A4030,http://viaf.org/viaf/76551781
"Dantyszek, Jan, 1485-1548",A4001,http://viaf.org/viaf/5031671
"Darcio, Giovanni, da Venosa, active 16th century",A4028,http://viaf.org/viaf/54577565
"Smarrito, 1619-1675",A4008,http://viaf.org/viaf/9836658
"Dornau, Caspar, 1577-1632",A4035,http://viaf.org/viaf/140912
"Dorpius, Martinus, 1485-1525",A4045,http://viaf.org/viaf/17233237
"Geoffrey, of Coldingham, active 13th century",A4023,http://viaf.org/viaf/69741211
"Lokert, George, 1485-1547",A4004,http://viaf.org/viaf/77228719
"Ripley, George, -1490?",A4031,http://viaf.org/viaf/122334648
"Cuthbert, Abbot of Wearmouth",A4052,http://viaf.org/viaf/36415002
"Tunstall, Cuthbert, 1474-1559",A4062,http://viaf.org/viaf/115145857798523020318
"Cranston, David",A4073,http://viaf.org/viaf/15110399
"Beckher, Daniel, 1594-1655",A4058,http://viaf.org/viaf/100168785
"Benci, Francesco, 1542-1594",A4077,http://viaf.org/viaf/14926743
"Bodecher Benningh, Johan, 1606-1642",A4053,http://viaf.org/viaf/88571667
"Bernegger, Matthias, 1582-1640",A4063,http://viaf.org/viaf/2604874
"Biondo, Flavio, 1392-1463",A4049,http://viaf.org/viaf/27092943
"Bisse, Thomas, -1731",A4059,http://viaf.org/viaf/71743071
"Bodin, Jean, 1530-1596",A4074,http://viaf.org/viaf/59092656
"Boece, Hector, 1465?-1536",A4079,http://viaf.org/viaf/17337454
"Bona, Giovanni, 1609-1674",A4056,http://viaf.org/viaf/37060997
"Braccesi, Alessandro, 1445-1503",A4078,http://viaf.org/viaf/76428037
"Brandolini, Aurelio Lippo, -1497 or 1498",A4054,http://viaf.org/viaf/221145857910823020393
"Brant, Sebastian, 1458-1521",A4064,http://viaf.org/viaf/29530930
"Bugnot, Gabriel, -1673",A4050,http://viaf.org/viaf/75444401
"Lacy, Edmund, approximately 1370-1455",A4060,http://viaf.org/viaf/5288827
"Camden, William, 1551-1623",A4061,http://viaf.org/viaf/64132346
"Casaubon, Isaac, 1559-1614",A4057,http://viaf.org/viaf/56620173
"Soppeth, Edward",A4055,http://viaf.org/viaf/71261183
"Upton, Edward",A4065,http://viaf.org/viaf/58194167
"Elias, of Thriplow, active 13th century",A4043,http://viaf.org/viaf/89495768
"Arnulf I, Count of Flanders, approximately 900-965",A4039,http://viaf.org/viaf/290368140
"Felix, active 8th century",A4040,http://viaf.org/viaf/40185083
"Cortesi, Paolo, 1465-1510",A4046,http://viaf.org/viaf/192030088
"Crashaw, Richard, 1613?-1649",A4044,http://viaf.org/viaf/22212841
"Curlo, Giacomo, active 1423-1467",A4041,http://viaf.org/viaf/52543615
"Dati, Agostino, 1420-1478",A4038,http://viaf.org/viaf/51842162
"Diedo, Francesco, -1484",A4047,http://viaf.org/viaf/4153413
"Gervase, of Canterbury, approximately 1141-approximately 1210",A4042,http://viaf.org/viaf/61906944
"Baldwin, Archbishop of Canterbury, approximately 1120-1190",A4108,http://viaf.org/viaf/95219820
"Bartholomew, Bishop of Exeter,-1184",A4097,http://viaf.org/viaf/166564636
"Comenius, Johann Amos, 1592-1670",A4083,http://viaf.org/viaf/29835535
"Agricola, Rodolphus, 1443?-1485",A4109,http://viaf.org/viaf/2559628
"Alegre, Francisco Javier, 1729-1788",A4084,http://viaf.org/viaf/19758123
"Clement, of Llanthony",A4081,http://viaf.org/viaf/154144782727969775144
"Angeriano, Girolamo, active 16th century",A4110,http://viaf.org/viaf/89034937
"Aventinus, Johannes, 1477-1534",A4082,http://viaf.org/viaf/24865681
"Barzizza, Gasparino, approximately 1360-1431",A4080,http://viaf.org/viaf/79253953
"Edmund, of Abingon, Saint, Archbishop of Canterbury, approximately 1170-1240",A4070,http://viaf.org/viaf/315944519
"Bernoulli, Jakob, 1654-1705",A4089,http://viaf.org/viaf/14793931
"Boyd, Mark Alexander, 1562-",A4071,http://viaf.org/viaf/76224899
"Bridges, John, -1618",A4090,http://viaf.org/viaf/200020694
"Brinsley, John, active 1581-1624",A4096,http://viaf.org/viaf/66812416
"Fox, Edward, 1496?-1538",A4069,http://viaf.org/viaf/39701299
"Canonieri, Pietro Andrea, -1639",A4066,http://viaf.org/viaf/35546317
"Cardulo, Fulvio 1526-1591",A4068,http://viaf.org/viaf/7725409
"Casteele, Peeter vande, 1585-1632",A4085,http://viaf.org/viaf/58014611
"Castiglionchio, Lapo da, -1381",A4067,http://viaf.org/viaf/97724025
"Powell, Edward, 1478?-1540",A4072,http://viaf.org/viaf/24949972
"Mariana, Juan de 1536-1624",A4135,http://viaf.org/viaf/89794074
"Thou, Jacques-Auguste de, 1553-1617",A4086,http://viaf.org/viaf/64012440
"Kircher, Athanasius, 1602-1680",A4106,http://viaf.org/viaf/31998409
"Bèze, Théodore de, 1519-1605",A4103,http://viaf.org/viaf/66463755
"Benedict, Abbot of Peterborough, -1193",A4112,http://viaf.org/viaf/12661210
"Secundus, of Athens",A4136,http://viaf.org/viaf/35872894
"Alberti, Leon Battista, 1404-1472",A4087,http://viaf.org/viaf/29559625
"Caradoc, of Llancarvan, -1147?",A4107,http://viaf.org/viaf/268219634
"Saint German, Christopher, 1460?-1540",A4104,http://viaf.org/viaf/17250698
"Urswick, Christopher, 1448?-1522",A4113,http://viaf.org/viaf/295806067
"Andrelini, Publio Fausto, 1462-1518",A4101,http://viaf.org/viaf/32016421
"Nanni, Giovanni, 1432?-1502",A4088,http://viaf.org/viaf/66484070
"Arsilli, Francesco",A4105,http://viaf.org/viaf/89031489
"Barth, Kaspar von, 1587-1658",A4102,http://viaf.org/viaf/15563174
"Bartholin, Thomas, 1616-1680",A4111,http://viaf.org/viaf/27864975
"Bauhuis, Bernard",A4134,http://viaf.org/viaf/85060314
"Daniel, of Beccles",A4093,http://viaf.org/viaf/78965501
"Mancinus, Dominicus, active 1478-1491",A4091,http://viaf.org/viaf/34602833
"Blarru, Pierre de 1437-1510",A4094,http://viaf.org/viaf/22260885
"Bordini, Giovanni Francesco, approximately 1536-1609",A4092,http://viaf.org/viaf/84080530
"Verancsics, Antal, 1504-1573",A4155,http://viaf.org/viaf/136422
"Maldonado, Juan de 1534-1583",A4153,http://viaf.org/viaf/71495510
"Sterne, Laurence, 1713-1768",A4150,http://viaf.org/viaf/61552699
"Arcoid, Canon of St. Paul's, active 1132-1142",A4137,http://viaf.org/viaf/26154248
"Suárez, Francisco, 1548-1617",A4125,http://viaf.org/viaf/39385631
"Trigault, Nicolas, 1577-1628",A4131,http://viaf.org/viaf/2477678
"Martini, Martino, 1614-1661",A4115,http://viaf.org/viaf/12554068
"Jaurés, Jean, 1859-1914",A4129,http://viaf.org/viaf/46762788
"Ruhnkenius, David, 1723-1798",A4100,http://viaf.org/viaf/73941458
"Andreas, Bernard, active 1500",A4126,http://viaf.org/viaf/266069555
"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535",A4098,http://viaf.org/viaf/24596804
"Alciati, Andrea, 1492-1550",A4132,http://viaf.org/viaf/51699991
"Aldrovandi, Ulisse, 1522-1605?",A4116,http://viaf.org/viaf/100190422
"Ceolfrid, of Wearmouth, Saint, 642-716",A4130,http://viaf.org/viaf/84482870
"Vitelli, Cornelio, active approximately 1490",A4117,http://viaf.org/viaf/15707537
"Cummian, Saint",A4127,http://viaf.org/viaf/79058708
"Anisio, Giano, approximately 1472-approximately 1541",A4099,http://viaf.org/viaf/2806621
"Ariosto, Lodovico, 1474-1533",A4133,http://viaf.org/viaf/71386455
"Avancini, Nicolaus von, 1611-1686",A4114,http://viaf.org/viaf/71647940
"Urban VIII, Pope, 1568-1644",A4118,http://viaf.org/viaf/96062867
"Utenhove, Karl von, 1536-1600",A4149,http://viaf.org/viaf/5793651
"Wolff, Christian, Freiherr von, 1679-1754",A4167,http://viaf.org/viaf/7425989
"Glass, Francis, 1790-1824",A4157,http://viaf.org/viaf/32343182
"Copernicus, Nicolaus, 1473-1543",A4141,http://viaf.org/viaf/71389288
"Harvey, William, 1578-1657",A4164,http://viaf.org/viaf/29584187
"Huygens, Christiaan, 1629-1695",A4138,http://viaf.org/viaf/9894043
"Galvani, Luigi, 1737-1798",A4156,http://viaf.org/viaf/74068991
"Alexander, of Hales, approximately 1185-1245",A4151,http://viaf.org/viaf/95294006
"Mylne, Alexander, 1474-1548?",A4139,http://viaf.org/viaf/32729638
"Beccaria, Antonio, approximately 1400-1474",A4163,http://viaf.org/viaf/69282539
"Peano, Giuseppe, 1858-1932",A4154,http://viaf.org/viaf/73925733
"Morcillo, Sebastián Fox, approximately 1526-approximately 1560",A4152,http://viaf.org/viaf/89656569
"Sánchez de las Brozas, Francisco, 1523-1601",A4140,http://viaf.org/viaf/24609814
"Ricci, Matteo, 1552-1610",A4121,http://viaf.org/viaf/69722279
"Fux, Johann Joseph, 1660-1741",A4119,http://viaf.org/viaf/56583725
"Irenaeus, Saint, Bishop of Lyon",A4122,http://viaf.org/viaf/70051641
"Alembert, Jean Le Rond d', 1717-1783",A4120,http://viaf.org/viaf/46756283
"Bruni, Leonardo, 1369-1444",A4123,http://viaf.org/viaf/95283478
"Baerle, Caspar van, 1584-1648",A4128,http://viaf.org/viaf/29555944
"Baudouin, François, 1520-1573",A4124,http://viaf.org/viaf/39484889
"Angela, of Foligno, 1248?-1309",A4183,http://viaf.org/viaf/41815634
"Loër, Dirk, approximately 1495-1554",A4174,http://viaf.org/viaf/8290584
"Olivier, François, 1497-1560",A4181,http://viaf.org/viaf/184600739
"Stretzinger, Thomas, -1523",A4179,http://viaf.org/viaf/69280169
"Maldonado, Juan, approximately 1485-1554",A4148,http://viaf.org/viaf/64018172
"Sigea, Luisa, 1530?-1560?",A4166,http://viaf.org/viaf/8726289
"Widl, Rufinus, 1731-1798",A4165,http://viaf.org/viaf/164144814491584389410
"Gilbert, William, 1544-1603",A4171,http://viaf.org/viaf/203121438
"Reede tot Drakestein, Hendrik van, 1637?-1691",A4145,http://viaf.org/viaf/51945462
"Euler, Leonhard, 1707-1783",A4169,http://viaf.org/viaf/24639786
"Brown, Robert, 1773-1858",A4143,http://viaf.org/viaf/34572082
"Alexander, Carpentarius, active 1429",A4172,http://viaf.org/viaf/307159491
"André, de Neufchâteau, active 14th century",A4170,http://viaf.org/viaf/99841322
"Arnold, of Strelley, -approximately 1347",A4144,http://viaf.org/viaf/39113823
"Martius, Karl Friedrich Philipp von, 1794-1868",A4168,http://viaf.org/viaf/76416582
"Hoeven, Jan van der 1802-1868",A4175,http://viaf.org/viaf/32760865
"Anghiera, Pietro Martire d', 1457-1526",A4142,http://viaf.org/viaf/68967770
"Servetus, Michael, 1511?-1553",A4173,http://viaf.org/viaf/46767173
"Pontanus, Johannes Isacius, 1571-1639",A4147,http://viaf.org/viaf/39460831
"Basinio, da Parma, 1425-1457",A4146,http://viaf.org/viaf/47108359
"Eppendorf, Heinrich, 1496-1551",A4186,http://viaf.org/viaf/59837595
"Hobbes, Thomas, 1588-1679",A4195,http://viaf.org/viaf/59083895
"Nicolaus Drukken, de Dacia, -approximately 1355",A4176,http://viaf.org/viaf/267772122
"Petrus Olai, of Alavastra, approximately 1307-approximately 1390",A4184,http://viaf.org/viaf/5813093
"Petrus, de Dacia, approximately 1235-1289",A4192,http://viaf.org/viaf/197703132
"Sæmundur fróði, 1056-1133",A4182,http://viaf.org/viaf/4210026
"Achard, de Saint-Victor, -approximately 1171",A4190,http://viaf.org/viaf/7741792
"Burley, Adam",A4180,http://viaf.org/viaf/77125501
"Cunich, Raimondo, 1719-1794",A4187,http://viaf.org/viaf/7422121
"Adam, of Domerham, active 13th century",A4196,http://viaf.org/viaf/24710747
"Orleton, Adam de, -1345",A4188,http://viaf.org/viaf/127060925
"Wodeham, Adam, -1358",A4178,http://viaf.org/viaf/89199516
"Le Grand, Antoine, -1699",A4185,http://viaf.org/viaf/97992365
"Mersenne, Marin, 1588-1648",A4211,http://viaf.org/viaf/41843933
"Vadianus, Joachim, 1484-1551",A4160,http://viaf.org/viaf/29572382
"Milioli, Albertus",A4159,http://viaf.org/viaf/44693185
"Corvinus, Elias, 1537-1602",A4162,http://viaf.org/viaf/64345794
"Bidermann, Jakob, 1577 or 1578-1639",A4158,http://viaf.org/viaf/29576425
"Westonia, Elizabetha Johanna, 1582-1612",A4161,http://viaf.org/viaf/18052286
"Bernoulli, Daniel, 1700-1782",A4177,http://viaf.org/viaf/97164633
