Title,DLL Identifier,VIAF Source
Dynamius Patricius,A5290,http://viaf.org/viaf/194015388
"Ebo, von Michelsberg",A5312,http://viaf.org/viaf/166187946
"Egbert, of Liège",A5287,http://viaf.org/viaf/268873919
"Eccardus, de Uraugia",A5306,http://viaf.org/viaf/36654885
"Eleutherius, of Tournai",A5283,http://viaf.org/viaf/264992460
"Ennodius, Magnus Felix, Saint",A5313,http://viaf.org/viaf/54156687
"Ermenrich, abbot of Ellwangen",A5309,http://viaf.org/viaf/22129417
"Eutropius, active 4th century",A5295,http://viaf.org/viaf/25396473
"Felix IV, Pope",A5282,http://viaf.org/viaf/313239479
Cosmas Japygus Materiensis,A5310,http://viaf.org/viaf/181210654
"Cyril, Saint, Patriarch of Alexandria",A5307,http://viaf.org/viaf/51687951
Juvenal,A5304,http://viaf.org/viaf/83985148
Dhuoda,A5301,http://viaf.org/viaf/267574579
"Dictys, Cretensis",A5311,http://viaf.org/viaf/58124868
"Dionysius, of Alexandria, Saint",A5308,http://viaf.org/viaf/287805725
"Florus, of Lyons",A5335,http://viaf.org/viaf/38243171
"Dudo, Dean of St. Quentin",A5305,http://viaf.org/viaf/166879783
Dúngal,A5315,http://viaf.org/viaf/264702019
"Ebarcius, of St. Amand",A5333,http://viaf.org/viaf/44709672
"Evrard, de Béthune",A5302,http://viaf.org/viaf/12153678
"Ekkehard IV, approximately 980-approximately 1060",A5299,http://viaf.org/viaf/2464688/
"Embrico, of Mainz",A5327,http://viaf.org/viaf/365523
"Bardanes, Philippicus",A5336,http://viaf.org/viaf/308201710
"Engelmodus, of Soissons",A5303,http://viaf.org/viaf/74258597
"Ephraem, Syrus, Saint",A5288,http://viaf.org/viaf/100177778
"Erchanbert, of Freising",A5300,http://viaf.org/viaf/34431737
"Ermoldus, Nigellus",A5284,http://viaf.org/viaf/74207825
"Fastidius, Bishop in Britain",A5296,http://viaf.org/viaf/60438563
"Felix III, Pope",A5292,http://viaf.org/viaf/85163539
"Gellius, Aulus",A5356,http://viaf.org/viaf/100198334
"Azecho, of Worms",A5352,http://viaf.org/viaf/10239451
"Basil, Saint, Bishop of Caesarea",A5350,http://viaf.org/viaf/88967224
"Bebo, of Bamberg",A5357,http://viaf.org/viaf/52082005
"Benedict I, Pope",A5354,http://viaf.org/viaf/56605844
Cruindmelus,A5319,http://viaf.org/viaf/54506830
"Cyprian, Saint, Bishop of Carthage",A5298,http://viaf.org/viaf/100179090
"Damasus I, Pope",A5325,http://viaf.org/viaf/267405622
"Dares, Phrygius",A5334,http://viaf.org/viaf/219236940
"Deusdedit, Cardinal",A5323,http://viaf.org/viaf/7776051
"Gelmírez, Diego",A5320,http://viaf.org/viaf/268479999
"Didymus, the Blind",A5329,http://viaf.org/viaf/261475907
"Dunod, Saint",A5337,http://viaf.org/viaf/217700685
"Donizone, di Canossa",A5326,http://viaf.org/viaf/40176240
Einhard,A5321,https://viaf.org/viaf/14778504
"Ekkehard I, Dean of St. Gall, -973",A5330,http://viaf.org/viaf/72188301
Elpis Sicula,A5318,http://viaf.org/viaf/17615215
Eraclius,A5331,http://viaf.org/viaf/263301136
Eugenius Vulgarius,A5338,http://viaf.org/viaf/258707754/
"Eutherius, Tyanensis",A5339,http://viaf.org/viaf/244495471
"Arnulf, of Lisieux",A5355,http://viaf.org/viaf/93259877
"Atto, Bishop of Vercelli",A5351,http://viaf.org/viaf/88939009
"Celsus, Aulus Cornelius",A5349,http://viaf.org/viaf/100172872
"Ambrose, Saint, Bishop of Milan",A5347,http://viaf.org/viaf/100227669
"Aurelius, Saint, of Carthage",A5353,http://viaf.org/viaf/194231727
"Aubert, Saint, Bishop of Arras-Cambrai",A5366,http://viaf.org/viaf/84482177
Aynardus,A5346,http://viaf.org/viaf/265562607
"Ebbo, Archbishop of Reims",A5371,http://viaf.org/viaf/47118966
"Bede, the Venerable, Saint",A5363,http://viaf.org/viaf/61539765
"Benedict, Saint, of Milan",A5348,http://viaf.org/viaf/22528707
"Cerealis, of Castello di Ripa",A5375,http://viaf.org/viaf/7774728
"Cyprian, Saint",A5328,http://viaf.org/viaf/28525835
"Dagobert I, King of the Franks",A5344,http://viaf.org/viaf/79038721
"Deusdedit, Pope",A5332,http://viaf.org/viaf/84483276
"Dionysius, Pope",A5345,http://viaf.org/viaf/63749989
"Eadmer, -1124?",A5324,http://viaf.org/viaf/12442856
"Epiphanius, Saint, Bishop of Constantia in Cyprus",A5322,http://viaf.org/viaf/13651211
Eupolemius,A5359,http://viaf.org/viaf/284456460
"Eusebius, of Cremona, Saint",A5340,http://viaf.org/viaf/77789492
"Eustathius, of Antioch, Saint",A5372,http://viaf.org/viaf/71504671
"Abbo, Monk of St. Germain, approximately 850-approximately 923",A5397,http://viaf.org/viaf/25395909
"Arnulf, of Milan",A5361,http://viaf.org/viaf/54954626
"Arnulfus, Aurelianensis",A5367,http://viaf.org/viaf/265442594
"Audradus, of Sens",A5370,http://viaf.org/viaf/17579539
"Augustine, Saint, Archbishop of Canterbury",A5364,http://viaf.org/viaf/13667918
"Aunarius, Saint, of Auxerre",A5362,http://viaf.org/viaf/42230937
"Auspicius, Saint, of Toul",A5358,http://viaf.org/viaf/249972350
Bachiarius,A5365,http://viaf.org/viaf/88663747
"Berengar, of Tours",A5394,http://viaf.org/viaf/19730636
"Berno, Abbot of Reichenau",A5380,http://viaf.org/viaf/76459493
"Bernard, of Chartres",A5392,http://viaf.org/viaf/105276222
"Bernard, of Clairvaux, Saint",A5377,http://viaf.org/viaf/59875293
"Ouen, Saint",A5385,http://viaf.org/viaf/26659533
"Theodwin, of Liège",A5388,http://viaf.org/viaf/10582451
Censorinus,A5390,http://viaf.org/viaf/195718548
"Eugene II, of Toledo, Saint, Archbishop of Toledo",A5369,http://viaf.org/viaf/64225586
Eugippius,A5341,http://viaf.org/viaf/37707892
"Eumenius, of Autun",A5368,http://viaf.org/viaf/34801256
"Eusebius, of Caesarea, Bishop of Caesarea",A5343,http://viaf.org/viaf/4929593
"Eutychianus, Pope",A5342,http://viaf.org/viaf/58608059
"Benedict, Saint, Abbot of Monte Cassino",A5360,http://viaf.org/viaf/100179656
"Bertharius, Saint",A5396,http://viaf.org/viaf/232550198
"Boniface II, Pope -532",A5398,http://viaf.org/viaf/49580352
"Boniface IV, Pope",A5400,http://viaf.org/viaf/5283998
"Boniface V, Pope",A5386,http://viaf.org/viaf/7741873
"Boniface, Saint, Archbishop of Mainz",A5391,http://viaf.org/viaf/18013220
"Bonizo, of Sutri",A5376,http://viaf.org/viaf/190597951
"Braulio, Saint, Bishop of Zaragoza",A5411,http://viaf.org/viaf/66593265
"Bruno, di Segni, Saint",A5389,http://viaf.org/viaf/17378860
"Bruno, of Querfurt, Saint",A5374,http://viaf.org/viaf/79398987
Bulgaranus Comes,A5410,http://viaf.org/viaf/52082022
"Byrhtferth, approximately 970-",A5387,http://viaf.org/viaf/46926206
"Aurelianus, Caelius",A5373,http://viaf.org/viaf/102322199
"Caesarius, of Arles, Saint",A5405,http://viaf.org/viaf/102305735
"Gaius, Pope",A5409,http://viaf.org/viaf/24453849
"Hugh, of Saint-Cher, Cardinal",A5378,http://viaf.org/viaf/8870917
"Siviard, Saint",A5408,http://viaf.org/viaf/13042599
"Eucherius, of Lyon, Saint",A5383,http://viaf.org/viaf/90719515
"Eulogius, of Alexandria",A5382,http://viaf.org/viaf/24941326
"Eusebius, Saint, Bishop of Vercelli",A5384,http://viaf.org/viaf/79254701
"Adalbert, of Samaria",A5425,http://viaf.org/viaf/173366394
"Adam, de Saint-Victor, -1146",A5416,http://viaf.org/viaf/218136972
"Adam, von Bremen",A5420,http://viaf.org/viaf/84951025
"Adémar, de Chabannes",A5415,http://viaf.org/viaf/27196342
"Aelfric, Abbot of Eynsham",A5423,http://viaf.org/viaf/169463285
"Aethelwulf, King of England",A5414,http://viaf.org/viaf/9377319
Aethicus Ister,A5417,http://viaf.org/viaf/66550784
Agennius Urbicus,A5421,http://viaf.org/viaf/42229983
"Picaud, Aymeric",A5435,http://viaf.org/viaf/5050208
"Alulf, of Tournai",A5433,http://viaf.org/viaf/17561765
"Dracontius, Blossius Aemilius",A5395,http://viaf.org/viaf/224958933
"Boniface I, Pope",A5381,http://viaf.org/viaf/13111908
"Bovo II, of Corvey",A5407,
"Konrad, von Brauweiler",A5402,http://viaf.org/viaf/23801362
"Burchard, Bishop of Worms",A5401,http://viaf.org/viaf/111045814
Candidus,A5413,http://viaf.org/viaf/41734982
"Candidus, of Fulda",A5404,http://viaf.org/viaf/73739742
"Capreolus, of Carthage",A5393,http://viaf.org/viaf/64358837
Cassius Felix,A5412,http://viaf.org/viaf/71367291
"Castor, of Apt",A5403,http://viaf.org/viaf/22527764
"Adalbéron, Bishop of Laon",A5418,http://viaf.org/viaf/117589
"Adalbert, of Fleury",A5422,http://viaf.org/viaf/74207785
"Adelboldus, Bishop of Utrecht",A5429,http://viaf.org/viaf/253536103
Adalger,A5432,http://viaf.org/viaf/49614569
"Adamnan, Saint",A5424,http://viaf.org/viaf/79068112
"Adam, of Balsham",A5428,http://viaf.org/viaf/88960924
"Adelmannus, Bishop of Brescia",A5431,http://viaf.org/viaf/15203619
"Donatus, Aelius",A5426,http://viaf.org/viaf/37012417
"Aethelwold, Saint, Bishop of Winchester",A5430,http://viaf.org/viaf/263502080
"Aimericus, of Angoulême",A5451,
"Albert, of Paris",A5446,http://viaf.org/viaf/190296937
"Alexander, de Villa Dei",A5434,http://viaf.org/viaf/2583890
"Alpert, von Metz",A5445,http://viaf.org/viaf/79253809
"Alfanus, Saint",A5449,http://viaf.org/viaf/78747405
"Amalarius, Archbishop of Lyon",A5437,http://viaf.org/viaf/4911634
Ambrosiaster,A5448,http://viaf.org/viaf/281829495
Amoenus,A5436,http://viaf.org/viaf/15116122
"Bertram, of Le Mans, Bishop of Le Mans",A5399,http://viaf.org/viaf/50755933
"Bruno, Saint, Bishop of Würzburg",A5406,http://viaf.org/viaf/249875035
"Childebert II, King of Austrasia",A5427,http://viaf.org/viaf/316793419
Eddius Stephanus,A5419,http://viaf.org/viaf/25405717
"Agius, of Corvey",A5443,http://viaf.org/viaf/64362351
Ailerán,A5447,http://viaf.org/viaf/34352017
"Aimoin, de Fleury, approximately 960-approximately 1010",A5439,http://viaf.org/viaf/264880813
"Alanus, Altissiodorensis, Bishop of Auxerre",A5442,http://viaf.org/viaf/42196669
"Alcuin, 735-804",A5450,http://viaf.org/viaf/96533523
"Neckam, Alexander",A5438,http://viaf.org/viaf/71420958
"Alger, of Liège",A5441,http://viaf.org/viaf/33483338
Amarcius,A5440,http://viaf.org/viaf/56737444
"Amato, di Montecassino",A5444,http://viaf.org/viaf/212385347
Ammianus Marcellinus,A5452,http://viaf.org/viaf/89594750
"Dandolo, Andrea",A5466,http://viaf.org/viaf/2823619
"Andreas, Capellanus",A5454,http://viaf.org/viaf/201761089/
"Andrew, of Fleury",A5457,http://viaf.org/viaf/122030124
"Anselm II, Saint, Bishop of Lucca",A5453,http://viaf.org/viaf/265853214
"Anselmus, Peripateticus",A5456,http://viaf.org/viaf/31045270
"Anselm, of Liège",A5468,http://viaf.org/viaf/7741839
"Antonius, Monk, 470",A5455,http://viaf.org/viaf/897145856881322920248
"Aquila, Romanus",A5467,http://viaf.org/viaf/39277501
"Manuzio, Aldo, 1449 or 1450-1515",A5474,https://viaf.org/viaf/96325760
"Arnaldus, de Villanova, -1311",A5476,https://viaf.org/viaf/100189814
"Durandus, Abbot of Troarn",A5489,http://viaf.org/viaf/21711396
"Amphilochius, Saint, Bishop of Iconium",A5458,http://viaf.org/viaf/163862769
"Anastasius I, Pope",A5462,http://viaf.org/viaf/5736378
"Agnellus, of Ravenna, Abbot",A5470,http://viaf.org/viaf/29688624
"Angelome, de Luxeuil",A5461,http://viaf.org/viaf/56967494
"Angelram, of Saint-Riquier",A5465,http://viaf.org/viaf/76706732
"Boethius, -524",A5469,http://viaf.org/viaf/100218964
"Anselm, Saint, Archbishop of Canterbury",A5460,http://viaf.org/viaf/100187025
"Anselm, of Laon, -1117",A5464,http://viaf.org/viaf/77109407
"Antonino, of Piacenza, Saint",A5472,http://viaf.org/viaf/26742838
"Brasavola, A. M. (Antonio Musa)",A5459,http://viaf.org/viaf/54256566
Apuleius,A5463,http://viaf.org/viaf/32115433
"Arator, Subdiaconus",A5471,http://viaf.org/viaf/262013133
"Bradwardine, Thomas",A5475,http://viaf.org/viaf/76375851
Archipoeta,A5477,http://viaf.org/viaf/265025711
"Arnobius, of Sicca",A5479,http://viaf.org/viaf/100902203
"Arnobius, the Younger",A5481,http://viaf.org/viaf/97631235
"Augustine, of Hippo, Saint, 354-430",A5497,http://viaf.org/viaf/66806872
"Berterus, of Orléans",A5487,http://viaf.org/viaf/22528730
"Hugh, of Cluny, Saint",A5492,http://viaf.org/viaf/34507211
"Wolfhelm, Abbot of Brauweiler",A5483,http://viaf.org/viaf/33660536
"Aurelian, of Reome",A5495,http://viaf.org/viaf/88697955
"Aurelianus, of Arles",A5501,http://viaf.org/viaf/84482165
"Benedict, of St. Andrea",A5496,http://viaf.org/viaf/24956657
"Benzo, Bishop of Alba",A5486,http://viaf.org/viaf/261107004
"Bernard, of Utrecht",A5491,http://viaf.org/viaf/250889837
"Bernard, of Cluny, active 12th century",A5494,http://viaf.org/viaf/9843113
"Bernardus, Scholasticus",A5485,http://viaf.org/viaf/24205298
"Bernard, of Meung",A5490,http://viaf.org/viaf/34844498
"Bernold, of Constance",A5493,http://viaf.org/viaf/316421231
"Bernward, Bishop of Hildesheim",A5484,http://viaf.org/viaf/3261751
"Berthold, of Reichenau",A5488,http://viaf.org/viaf/69286192
"Aethelbert I, King of Kent",A5505,http://viaf.org/viaf/24991076
"Cassiodorus, Senator",A5508,http://viaf.org/viaf/95230707
"Fulbert, Saint, Bishop of Chartres, approximately 960-1028",A5510,http://viaf.org/viaf/41811055
"Albertus, Magnus, Saint, 1193?-1280",A5478,http://viaf.org/viaf/88125532
"Scot, Michael, approximately 1175-approximately 1234",A5480,http://viaf.org/viaf/89415245
"Fausto, Vittore -1560",A5482,http://viaf.org/viaf/2811080
"Castellesi, Adriano, approximately 1461-",A5473,http://viaf.org/viaf/22293686
"Asser, John",A5500,http://viaf.org/viaf/59092589
"Athanasius, Saint, Patriarch of Alexandria",A5507,http://viaf.org/viaf/105155222
"Patrizi Piccolomini, Agostino",A5504,http://viaf.org/viaf/14910236
"Avitus, Saint, Bishop of Vienne",A5499,http://viaf.org/viaf/67961
"Balderich, of Florennes",A5498,http://viaf.org/viaf/29065918
"Baudry, of Bourgueil, Archbishop of Dol, 1046-1130",A5506,http://viaf.org/viaf/61654660
Benedictus Canonicus,A5503,http://viaf.org/viaf/37725366
"Eulogius, of Córdoba, Saint",A5502,http://viaf.org/viaf/11318669
"Facundus, of Hermiane",A5511,http://viaf.org/viaf/69286214
"Felix II, Antipope",A5509,http://viaf.org/viaf/88642921
"Frechulf, Bishop of Lisieux",A5512,http://viaf.org/viaf/88920027
Protadius Vesuntinus,A5532,http://viaf.org/viaf/39769658
"Ildephonsus, Saint",A5513,http://viaf.org/viaf/265672823
"Verecundus, Bishop of Junca",A5515,http://viaf.org/viaf/79254520
"Notker, Balbulus, approximately 840-912",A5516,http://viaf.org/viaf/27863792
"Odo, Saint, Abbot of Cluny",A5521,http://viaf.org/viaf/59199545
Ordericus Vitalis,A5529,http://viaf.org/viaf/51662110
"Osbern, Claudianus",A5517,http://viaf.org/viaf/99303141
"Morena, Otto",A5514,http://viaf.org/viaf/34582716
"Hervet, Gentian",A5519,http://viaf.org/viaf/69024568
Jordanes,A5527,http://viaf.org/viaf/268814081
"Firmicus Maternus, Julius",A5524,http://viaf.org/viaf/10660698
"Nalgod, of Cluny",A5523,http://viaf.org/viaf/35185422
"Nicetius, of Trier",A5520,http://viaf.org/viaf/18028323
"Wireker, Nigellus",A5528,http://viaf.org/viaf/36950880
"Notger, bishop of Liège",A5525,http://viaf.org/viaf/266612417
"Optatus, Saint, Bishop of Mileve",A5518,http://viaf.org/viaf/67260798
"Hosius, of Córdoba",A5526,http://viaf.org/viaf/280092172
"Ovid, 43 B.C.-17 A.D. or 18 A.D.",A5522,http://viaf.org/viaf/88342447
"Papias, Saint, Bishop of Hierapolis",A5530,http://viaf.org/viaf/9856345
"Radulphus, Ardens",A5531,http://viaf.org/viaf/2465042
"Ulrich, of Bamberg",A5541,http://viaf.org/viaf/35264543
"Wilhelm, von Hirsau, Abbot of Hirsau",A5539,http://viaf.org/viaf/307196709
"William, of Conches, 1080-approximately 1150",A5542,http://viaf.org/viaf/29521941
"Wolfhere, of Hildesheim",A5536,http://viaf.org/viaf/291402476
"Patrick, Saint",A5533,http://viaf.org/viaf/4934807
"Mallius, Petrus",A5534,http://viaf.org/viaf/78712670
"Pliny, the Elder",A5537,http://viaf.org/viaf/100219162
"Possidius, Saint",A5535,http://viaf.org/viaf/77108519
"Vida, Marco Girolamo",A5557,http://viaf.org/viaf/100162370
"Vitalis, Blesensis",A5540,http://viaf.org/viaf/26607670
"Walram, Bishop of Naumburg",A5538,http://viaf.org/viaf/198296839
Quintilian,A5545,http://viaf.org/viaf/34451872
"Avienus, Rufius Festus",A5550,http://viaf.org/viaf/313404554
Sallust,A5543,http://viaf.org/viaf/104162705
Sulpicia,A5544,http://viaf.org/viaf/808593
"Adso, Abbot of Montier-en-Der, -992",A5551,http://viaf.org/viaf/100190498
"Pico della Mirandola, Giovanni",A5548,http://viaf.org/viaf/34491108
"Gauss, Carl Friedrich",A5556,http://viaf.org/viaf/29534259
"Withof, Johann Philipp Lorenz",A5546,http://viaf.org/viaf/3364958
"Bracciolini, Poggio",A5554,http://viaf.org/viaf/19722038
"Cotta, Giovanni",A5549,http://viaf.org/viaf/71401598
"Vico, Giambattista",A5547,http://viaf.org/viaf/59090329
"Patrizi, Francesco",A5555,http://viaf.org/viaf/49269849
"Manilius, Marcus",A5565,http://viaf.org/viaf/22137113
"Augustine, of Ireland",A5568,http://viaf.org/viaf/7741841
Maximus Victorinus,A5577,http://viaf.org/viaf/51405320
"Guigo I, Prior of the Grande Chartreuse, 1083?-1136",A5575,http://viaf.org/viaf/97873091
"Andrew, of Crete, Saint",A5571,http://viaf.org/viaf/10044124
"Caesarius, of Heisterbach, approximately 1180-approximately 1240",A5576,http://viaf.org/viaf/803256
"Guilelmus Peraldus, approximately 1190-1271",A5572,http://viaf.org/viaf/41951136
"Faustinus, Presbyter",A5573,http://viaf.org/viaf/102316252
Atilius Fortunatianus,A5570,http://viaf.org/viaf/54179485
"Thomas, Gallus, -1246",A5574,http://viaf.org/viaf/298148103
"Philargyrius, Junius",A5589,http://viaf.org/viaf/199054838
"Hugh, of Saint-Victor, 1096?-1141",A5587,http://viaf.org/viaf/9865788
"Buridan, Jean, 1300-1358",A5584,http://viaf.org/viaf/286011503
"Hutten, Ulrich von, 1488-1523",A5581,http://viaf.org/viaf/95193756
"Oecolampadius, Johann, 1482-1531",A5579,http://viaf.org/viaf/56634092
"John XXI, Pope, -1277",A5585,http://viaf.org/viaf/87227886
"Zwingli, Ulrich, 1484-1531",A5582,http://viaf.org/viaf/71399367
"Campion, Thomas",A5559,http://viaf.org/viaf/41886212
Gannius,A5561,http://viaf.org/viaf/44189149
Hostius,A5564,http://viaf.org/viaf/71281258
"Laurea, Tullius",A5562,http://viaf.org/viaf/76206574
"Lutatius Catulus, Q. (Quintus), 150 B.C.-87 B.C.",A5560,http://viaf.org/viaf/61896709
"Macer, Aemilius",A5566,http://viaf.org/viaf/316410285
"Clodius, Ser. (Serius)",A5563,http://viaf.org/viaf/41731788
Volumnius,A5567,http://viaf.org/viaf/2858535
Consentius (Grammarian),A5569,http://viaf.org/viaf/49613849
"Caracalla, Emperor of Rome",A5586,http://viaf.org/viaf/88672215
"Severus, Lucius Septimius, Emperor of Rome",A5583,http://viaf.org/viaf/36952961
"Palladius, Bishop of Ratiaria",A5592,http://viaf.org/viaf/17227687
Paulus dux Galliae,A5580,http://viaf.org/viaf/71786230
"Gregory XIII, Pope, 1502-1585",A5578,http://viaf.org/viaf/179062495
"Hume, David, 1560?-1630?",A5617,http://viaf.org/viaf/19856015
"Kerckmeister, Johannes, active 1466-1485",A5616,http://viaf.org/viaf/315073691
"Vel, Caspar Ursinus, 1493-1538",A5594,http://viaf.org/viaf/79441643
"Barclay, John, 1582-1621",A5595,http://viaf.org/viaf/30425
"Cardano, Girolamo, 1501-1576",A5596,http://viaf.org/viaf/27062058
"Della Rena, Andrea, 1478-1517",A5597,http://viaf.org/viaf/77136743
"Fracastoro, Girólamo, 1478-1553",A5606,http://viaf.org/viaf/32017562
"Bonfini, Antonio, 1427-1502",A5608,http://viaf.org/viaf/4989656
"Burmeister, Joannes, 1576-1638",A5613,http://viaf.org/viaf/40205000
"Carmeliano, Pietro, 1451-1527",A5612,http://viaf.org/viaf/39247607
"Lee, Edward, 1482?-1544",A5615,http://viaf.org/viaf/40182081
"Castiglione, Baldassarre, conte, 1478-1529",A5614,http://viaf.org/viaf/39446776
"Gessner, Conrad, 1516-1565",A5603,http://viaf.org/viaf/49226033
"Linné, Carl von, 1707-1778",A5601,http://viaf.org/viaf/34594730
"Alexander, Magister, active 1210-1230",A5599,http://viaf.org/viaf/36837254
"Alexander, of Canterbury, active 1120",A5605,http://viaf.org/viaf/78673926
"Horne, Andrew, -1328",A5604,http://viaf.org/viaf/42187611
"Jacobi, C. G. J. (Carl Gustav Jakob), 1804-1851",A5602,http://viaf.org/viaf/27114024
"Budé, Guillaume, 1468-1540",A5600,http://viaf.org/viaf/105878228
"Acosta, José de, 1540-1600",A5598,http://viaf.org/viaf/2465365
"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",A5610,http://viaf.org/viaf/264324310
"Bembo, Pietro, 1470-1547",A5607,http://viaf.org/viaf/54144140
"Bissel, Johann, 1601-1682",A5611,http://viaf.org/viaf/14939863
"Edward, King of England, approximately 1003-1066",A5609,http://viaf.org/viaf/52982935
"Lazzarelli, Ludovico, 1450-1500",A5618,http://viaf.org/viaf/39413177
"Schottennius, Hermannus",A5620,http://viaf.org/viaf/263556320
"Wilson, Thomas, 1525?-1581",A5622,http://viaf.org/viaf/17335383
"Colet, John, 1467?-1519",A5625,http://viaf.org/viaf/34454805
"Colton, John, 1404",A5633,http://viaf.org/viaf/29524924
"Johannes, de Rupescissa, approximately 1300-approximately 1365",A5623,http://viaf.org/viaf/78822849
"Forest, John, -1446",A5626,http://viaf.org/viaf/80692488
"Phreas, John, -1465",A5624,http://viaf.org/viaf/309894943
"Puteanus, Erycius, 1574-1646",A5621,http://viaf.org/viaf/120697592
"Sapidus, Johannes, 1490-1561",A5619,http://viaf.org/viaf/24771033
"Wimpheling, Jakob, 1450-1528",A5630,http://viaf.org/viaf/19699237
"Bonus, Petrus, active 1323-1330",A5631,http://viaf.org/viaf/79190181
"John, of Fornsete, -1239",A5634,http://viaf.org/viaf/9420181
"John, of Gaddesden, 1280?-1361",A5632,http://viaf.org/viaf/51842382
"Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",A5654,https://viaf.org/viaf/49315348
"Schneider, Engelbert, 1857-1892",A5655,https://viaf.org/viaf/89708434
"Lehnerdt, Maximilian 1861-1945?",A5649,https://viaf.org/viaf/118327298
"Webb, Clement Charles Julian, 1865-1954",A5650,https://viaf.org/viaf/29618091
"Carbo Arvina, C. Papirius, -82 B.C.",A5635,https://viaf.org/viaf/19569970
"Hilarianus, Quintus Julius",A5639,https://viaf.org/viaf/2812438
Vitruvius Rufus,A5637,https://viaf.org/viaf/279978240
Vinidarius,A5645,https://viaf.org/viaf/252008288
"Placitus, Sextus, Papyriensis",A5640,https://viaf.org/viaf/25399669
"Giarratano, Caesar, 1880-",A5638,https://viaf.org/viaf/79016214
"Hercher, Rudolf, 1821-1878",A5636,https://viaf.org/viaf/19792580
"Ihm, Max, 1863-1909",A5641,https://viaf.org/viaf/64137726
"Kübler, Bernhard, 1859-1940",A5642,https://viaf.org/viaf/44359405
"Lehnert, Georg, 1871-",A5644,https://viaf.org/viaf/118345641
"Mayhoff, Karl, 1841-1914",A5643,https://viaf.org/viaf/37681101
"Lohmeyer, Carl Friedrich Wilhelm, 1868-",A5662,https://viaf.org/viaf/49998114
"Merkel, Rudolf, 1811-1885",A5653,https://viaf.org/viaf/27414156
"Gemoll, Wilhelm, 1850-1934",A5660,https://viaf.org/viaf/56683029
"Heuse, Otto, 1902-",A5657,https://viaf.org/viaf/313233139
"Maximus, Marius, approximately 165-approximately 230",A5682,http://viaf.org/viaf/68376855
"Robert II, King of France, approximately 970-1031",A5680,http://viaf.org/viaf/72190302
"Sirmond, Jacques, 1559-1651",A5674,http://viaf.org/viaf/2494235
Vincentius Poeta 5th or 5th/6th century,A5668,http://viaf.org/viaf/54536940
"Garcia, Francisco, 1580-1659",A5646,https://viaf.org/viaf/14335892
"Koch, Wilhelm Daniel Joseph, 1771-1849",A5647,https://viaf.org/viaf/74598904
"Astruc, Jean, 1684-1766",A5648,https://viaf.org/viaf/14869401
"Hahn, Wiktor, 1871-1959",A5658,https://viaf.org/viaf/56987192
"Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",A5651,https://viaf.org/viaf/312546068
"Novati, Francesco, 1859-1915",A5661,https://viaf.org/viaf/66535889
"Schmidt, Paul Wilhelm, 1845-1921",A5663,https://viaf.org/viaf/59020044
"Bourchenin, Pierre Daniel, 1853-1933",A5652,https://viaf.org/viaf/88768782
"Nordmeyer, Gustav, 1868-",A5659,https://viaf.org/viaf/305119692
"Thewrewk, Emil, Ponori, 1838-1917",A5664,https://viaf.org/viaf/39365374
"Bubnov, Nikolaĭ, 1858-",A5656,https://viaf.org/viaf/231668427
"Gundermann, Gotthold, 1856-1921",A5665,https://viaf.org/viaf/27835236
"Africanus, Sextus Caecilius, active 2nd century",A5669,http://viaf.org/viaf/25837492
"Alberic, of Settefrati, 1101-1154?",A5678,http://viaf.org/viaf/103253500
"Barthélemy, Nicolas, 1478-approximately 1535",A5666,http://viaf.org/viaf/281779527
"Boncompagno, da Signa, approximately 1165-approximately 1240",A5675,http://viaf.org/viaf/42637591
"Claudius, Emperor of Rome, 10 B.C.-54 A.D.",A5672,http://viaf.org/viaf/87172361
"Clovis, King of the Franks, approximately 466-511",A5681,http://viaf.org/viaf/262645254
"Galerius, Emperor of Rome, approximately 260-313",A5670,http://viaf.org/viaf/15159877
"Gallienus, Publius Licinius Egnatius, Emperor of Rome, 233?-268",A5679,http://viaf.org/viaf/55453496
"Innocent VIII, Pope, 1432-1492",A5667,http://viaf.org/viaf/29596770
"Institoris, Heinrich, 1430-1505",A5676,http://viaf.org/viaf/100281294
"Maximus, Emperor of the West, -388",A5673,http://viaf.org/viaf/232377471
"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925?",A5671,http://viaf.org/viaf/95154093
Lucius I. Pope ca. 3rd century,A5691,http://viaf.org/viaf/816358
Sulpicius Lupercus Serbastus Iunior 4. century,A5687,http://viaf.org/viaf/7742869
Sulpicius II. Bituricensis 615-647,A5683,http://viaf.org/viaf/37320285
"Metellus, Quintus Caecilius Pius -v64",A5677,http://viaf.org/viaf/54537220
Antonius Iulianus 2nd century,A5697,http://viaf.org/viaf/69320888
Publius Volumius,A5711,http://viaf.org/viaf/305392545
Deculo,A5708,http://viaf.org/viaf/305392586
Appius Claudius Pulcher -48?,A5685,http://viaf.org/viaf/10651979
Cluvius Rufus 1st century,A5694,http://viaf.org/viaf/12693450
"Gundemar King of the Goths, King ca. 609/12",A5692,http://viaf.org/viaf/22529654
Vatronius 2nd century?,A5688,http://viaf.org/viaf/27455975
Verus Ruthenensis ca. 614/26,A5686,http://viaf.org/viaf/34860620
